has_null,gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,like,guess_prob_liked,met,match
1,male,,34.0,,Asian/PacificIslander/Asian-American,,,2.0,60.0,15.0,8.0,5.0,10.0,10.0,,10.0,10.0,8.0,10.0,,,,,,,8.0,7.0,7.0,8.0,9.0,7.0,,,,8.0,7.0,0.0,1
1,male,,25.0,,Asian/PacificIslander/Asian-American,,,10.0,20.0,20.0,20.0,10.0,20.0,7.0,6.0,7.0,8.0,6.0,7.0,,,,,,,9.0,9.0,8.0,6.0,8.0,5.0,,,,8.0,7.0,0.0,1
1,male,,23.0,,European/Caucasian-American,,,40.0,10.0,15.0,20.0,10.0,5.0,3.0,7.0,9.0,6.0,7.0,9.0,,,,,,,8.0,6.0,7.0,9.0,7.0,7.0,,,,9.0,6.0,0.0,0
1,male,,30.0,,Latino/HispanicAmerican,,,10.0,20.0,20.0,10.0,10.0,30.0,7.0,7.0,7.0,8.0,7.0,5.0,,,,,,,8.0,8.0,7.0,9.0,6.0,6.0,,,,8.0,8.0,0.0,1
1,male,,36.0,,Black/AfricanAmerican,,,15.0,15.0,15.0,20.0,20.0,15.0,9.0,10.0,8.0,10.0,9.0,5.0,,,,,,,4.0,8.0,6.0,5.0,6.0,3.0,,,,4.0,9.0,0.0,0
1,male,,29.0,,European/Caucasian-American,,,15.0,10.0,20.0,20.0,20.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,9.0,9.0,9.0,9.0,8.0,10.0,,,,9.0,8.0,0.0,0
1,male,,30.0,,European/Caucasian-American,,,22.0,12.0,30.0,25.0,10.0,1.0,9.0,8.0,8.0,8.0,8.0,4.0,,,,,,,7.0,9.0,8.0,8.0,6.0,7.0,,,,8.0,9.0,0.0,1
1,male,,29.0,,European/Caucasian-American,,,15.0,22.0,22.0,16.0,15.0,10.0,5.0,6.0,7.0,6.0,7.0,,,,,,,,6.0,9.0,8.0,6.0,6.0,9.0,,,,7.0,9.0,0.0,0
1,male,,22.0,,Asian/PacificIslander/Asian-American,,,15.0,25.0,15.0,20.0,10.0,15.0,5.0,7.0,6.0,6.0,7.0,5.0,,,,,,,6.0,9.0,9.0,8.0,8.0,7.0,,,,6.0,7.0,0.0,0
1,male,,34.0,,European/Caucasian-American,,,15.0,15.0,10.0,25.0,10.0,25.0,7.0,7.0,7.0,8.0,6.0,5.0,,,,,,,4.0,6.0,5.0,3.0,4.0,4.0,,,,4.0,6.0,0.0,0
1,male,,34.0,,Asian/PacificIslander/Asian-American,,,2.0,60.0,15.0,8.0,5.0,10.0,8.0,,10.0,8.0,,10.0,,,,,,,5.0,7.0,8.0,5.0,6.0,5.0,,,,5.0,4.0,0.0,0
1,male,,25.0,,Asian/PacificIslander/Asian-American,,,10.0,20.0,20.0,20.0,10.0,20.0,,,,,,,,,,,,,7.0,8.0,7.0,4.0,5.0,4.0,,,,5.0,4.0,0.0,0
1,male,,23.0,,European/Caucasian-American,,,40.0,10.0,15.0,20.0,10.0,5.0,8.0,9.0,9.0,9.0,9.0,9.0,,,,,,,9.0,8.0,8.0,10.0,7.0,9.0,,,,8.0,7.0,0.0,1
1,male,,30.0,,Latino/HispanicAmerican,,,10.0,20.0,20.0,10.0,10.0,30.0,7.0,5.0,6.0,4.0,5.0,5.0,,,,,,,6.0,5.0,6.0,8.0,10.0,5.0,,,,7.0,5.0,0.0,0
1,male,,36.0,,Black/AfricanAmerican,,,15.0,15.0,15.0,20.0,20.0,15.0,8.0,10.0,9.0,8.0,8.0,5.0,,,,,,,4.0,8.0,6.0,5.0,5.0,7.0,,,,5.0,5.0,0.0,0
1,male,,29.0,,European/Caucasian-American,,,15.0,10.0,20.0,20.0,20.0,15.0,8.0,3.0,7.0,6.0,7.0,3.0,,,,,,,8.0,5.0,6.0,9.0,7.0,4.0,,,,6.0,5.0,0.0,0
1,male,,30.0,,European/Caucasian-American,,,22.0,12.0,30.0,25.0,10.0,1.0,6.0,6.0,7.0,7.0,7.0,7.0,,,,,,,8.0,6.0,7.0,7.0,6.0,4.0,,,,5.0,4.0,0.0,0
1,male,,29.0,,European/Caucasian-American,,,15.0,22.0,22.0,16.0,15.0,10.0,8.0,3.0,7.0,6.0,,2.0,,,,,,,5.0,8.0,7.0,4.0,5.0,4.0,,,,5.0,4.0,0.0,0
1,male,,22.0,,Asian/PacificIslander/Asian-American,,,15.0,25.0,15.0,20.0,10.0,15.0,9.0,8.0,8.0,7.0,8.0,6.0,,,,,,,7.0,8.0,8.0,8.0,6.0,7.0,,,,6.0,5.0,0.0,0
1,male,,34.0,,European/Caucasian-American,,,15.0,15.0,10.0,25.0,10.0,25.0,8.0,7.0,7.0,7.0,6.0,5.0,,,,,,,5.0,8.0,6.0,5.0,6.0,4.0,,,,5.0,4.0,0.0,0
1,female,23.0,34.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,30.0,20.0,30.0,5.0,5.0,10.0,7.0,8.0,9.0,7.0,7.0,1.0,20.0,20.0,20.0,20.0,20.0,0.0,4.0,3.0,6.0,3.0,6.0,1.0,0.71,5.0,,5.0,4.0,0.0,0
1,female,23.0,30.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,20.51,14.53,24.79,17.09,5.98,17.09,8.0,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,4.0,6.0,8.0,8.0,8.0,0.49,5.0,,5.0,6.0,0.0,0
1,female,23.0,23.0,Asian/PacificIslander/Asian-American,Asian/PacificIslander/Asian-American,3.0,10.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,7.0,7.0,6.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,4.0,10.0,8.0,8.0,8.0,4.0,0.21,5.0,,6.0,8.0,0.0,0
1,female,23.0,27.0,Asian/PacificIslander/Asian-American,Latino/HispanicAmerican,3.0,10.0,25.0,25.0,25.0,15.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,10.0,8.0,8.0,8.0,4.0,-0.21,5.0,,6.0,8.0,0.0,0
1,female,23.0,30.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,31.58,10.53,15.79,21.05,10.53,10.53,6.0,7.0,7.0,8.0,6.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,7.0,8.0,7.0,10.0,6.0,0.45,5.0,,6.0,4.0,0.0,0
1,female,23.0,27.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,14.0,18.0,17.0,16.0,15.0,20.0,9.0,8.0,8.0,8.0,7.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,10.0,8.0,10.0,10.0,0.55,5.0,,8.0,8.0,0.0,1
1,female,23.0,27.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,30.0,15.0,20.0,25.0,5.0,5.0,6.0,8.0,7.0,7.0,6.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,10.0,10.0,9.0,8.0,7.0,-0.16,5.0,,8.0,8.0,0.0,0
1,female,23.0,24.0,Asian/PacificIslander/Asian-American,Other,3.0,10.0,20.0,10.0,25.0,20.0,10.0,15.0,8.0,7.0,8.0,8.0,7.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,2.0,8.0,8.0,8.0,7.0,6.0,0.56,5.0,,6.0,6.0,0.0,1
1,female,23.0,25.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,17.0,18.0,28.0,27.0,5.0,5.0,,,,,,,20.0,20.0,20.0,20.0,20.0,0.0,,,,,,,0.57,5.0,,,,,0
1,female,23.0,28.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,6.0,9.0,7.0,7.0,5.0,3.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,5.0,-0.14,5.0,,8.0,2.0,0.0,0
1,female,23.0,27.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,40.0,0.0,10.0,50.0,0.0,0.0,8.0,7.0,7.0,7.0,4.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,5.0,6.0,5.0,6.0,5.0,-0.23,5.0,,5.0,3.0,0.0,1
1,female,23.0,27.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,30.0,15.0,15.0,20.0,5.0,15.0,,,,,,,20.0,20.0,20.0,20.0,20.0,0.0,,,,,,,0.0,5.0,,,,,0
1,female,23.0,29.0,Asian/PacificIslander/Asian-American,Latino/HispanicAmerican,3.0,10.0,75.0,5.0,5.0,10.0,0.0,5.0,8.0,7.0,9.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,-0.13,5.0,,6.0,8.0,0.0,0
1,female,23.0,30.0,Asian/PacificIslander/Asian-American,Asian/PacificIslander/Asian-American,3.0,10.0,50.0,10.0,10.0,10.0,5.0,15.0,7.0,6.0,6.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,10.0,9.0,8.0,8.0,6.0,-0.15,5.0,,8.0,8.0,0.0,0
1,female,23.0,27.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,30.0,20.0,15.0,15.0,8.0,12.0,4.0,7.0,7.0,7.0,5.0,3.0,20.0,20.0,20.0,20.0,20.0,0.0,10.0,9.0,9.0,8.0,7.0,6.0,-0.13,5.0,,7.0,7.0,0.0,0
1,female,23.0,25.0,Asian/PacificIslander/Asian-American,Asian/PacificIslander/Asian-American,3.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,8.0,9.0,7.0,7.0,7.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,10.0,7.0,10.0,6.0,0.5,5.0,,5.0,6.0,0.0,0
1,female,23.0,26.0,Asian/PacificIslander/Asian-American,Asian/PacificIslander/Asian-American,3.0,10.0,25.0,20.0,10.0,20.0,15.0,10.0,8.0,8.0,8.0,8.0,7.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.23,5.0,,4.0,6.0,0.0,0
1,female,23.0,29.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,3.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,6.0,5.0,10.0,4.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,-0.2,5.0,,6.0,8.0,0.0,0
1,female,33.0,34.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,30.0,20.0,30.0,5.0,5.0,10.0,,,,,,,40.0,15.0,25.0,5.0,15.0,0.0,4.0,6.0,10.0,4.0,10.0,,0.47,2.0,,4.0,3.0,0.0,0
1,female,33.0,30.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,20.51,14.53,24.79,17.09,5.98,17.09,6.0,7.0,7.0,7.0,7.0,7.0,40.0,15.0,25.0,5.0,15.0,0.0,5.0,4.0,4.0,6.0,4.0,,0.31,2.0,,5.0,3.0,0.0,0
1,female,33.0,23.0,Latino/HispanicAmerican,Asian/PacificIslander/Asian-American,2.0,1.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,8.0,8.0,7.0,8.0,6.0,40.0,15.0,25.0,5.0,15.0,0.0,4.0,5.0,6.0,4.0,6.0,,0.15,2.0,,4.0,5.0,0.0,0
1,female,33.0,27.0,Latino/HispanicAmerican,Latino/HispanicAmerican,2.0,1.0,25.0,25.0,25.0,15.0,10.0,0.0,6.0,7.0,7.0,9.0,8.0,7.0,40.0,15.0,25.0,5.0,15.0,0.0,5.0,6.0,7.0,6.0,7.0,0.0,0.0,2.0,,5.0,5.0,0.0,0
1,female,33.0,30.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,31.58,10.53,15.79,21.05,10.53,10.53,5.0,5.0,6.0,7.0,6.0,4.0,40.0,15.0,25.0,5.0,15.0,0.0,5.0,6.0,5.0,6.0,5.0,,0.03,2.0,,5.0,4.0,0.0,0
1,female,33.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,14.0,18.0,17.0,16.0,15.0,20.0,7.0,6.0,6.0,6.0,6.0,6.0,40.0,15.0,25.0,5.0,15.0,0.0,6.0,5.0,6.0,4.0,4.0,,0.06,2.0,,6.0,4.0,0.0,0
1,female,33.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,30.0,15.0,20.0,25.0,5.0,5.0,7.0,6.0,6.0,9.0,8.0,7.0,40.0,15.0,25.0,5.0,15.0,0.0,8.0,9.0,8.0,9.0,7.0,,0.01,2.0,,8.0,7.0,0.0,1
1,female,33.0,24.0,Latino/HispanicAmerican,Other,2.0,1.0,20.0,10.0,25.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,7.0,6.0,40.0,15.0,25.0,5.0,15.0,0.0,6.0,6.0,6.0,6.0,6.0,,0.53,2.0,,8.0,8.0,0.0,0
1,female,33.0,25.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,17.0,18.0,28.0,27.0,5.0,5.0,10.0,8.0,7.0,5.0,5.0,6.0,40.0,15.0,25.0,5.0,15.0,0.0,4.0,4.0,5.0,6.0,,,0.05,2.0,,6.0,6.0,0.0,0
1,female,33.0,28.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,50.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,4.0,3.0,3.0,40.0,15.0,25.0,5.0,15.0,0.0,8.0,8.0,9.0,8.0,7.0,8.0,-0.07,2.0,,8.0,5.0,0.0,0
1,female,33.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,40.0,0.0,10.0,50.0,0.0,0.0,6.0,10.0,9.0,5.0,5.0,5.0,40.0,15.0,25.0,5.0,15.0,0.0,7.0,7.0,,7.0,8.0,,-0.52,2.0,,7.0,6.0,0.0,0
1,female,33.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,30.0,15.0,15.0,20.0,5.0,15.0,7.0,7.0,7.0,6.0,5.0,,40.0,15.0,25.0,5.0,15.0,0.0,6.0,5.0,7.0,6.0,6.0,,-0.03,2.0,,6.0,4.0,0.0,0
1,female,33.0,29.0,Latino/HispanicAmerican,Latino/HispanicAmerican,2.0,1.0,75.0,5.0,5.0,10.0,0.0,5.0,,,,,,,40.0,15.0,25.0,5.0,15.0,0.0,,,,,,,0.09,2.0,,,,,0
1,female,33.0,30.0,Latino/HispanicAmerican,Asian/PacificIslander/Asian-American,2.0,1.0,50.0,10.0,10.0,10.0,5.0,15.0,5.0,5.0,6.0,4.0,5.0,5.0,40.0,15.0,25.0,5.0,15.0,0.0,3.0,5.0,5.0,3.0,,,-0.07,2.0,,3.0,4.0,0.0,0
1,female,33.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,30.0,20.0,15.0,15.0,8.0,12.0,3.0,6.0,6.0,5.0,5.0,3.0,40.0,15.0,25.0,5.0,15.0,0.0,10.0,7.0,6.0,5.0,7.0,,0.38,2.0,,7.0,3.0,0.0,0
1,female,33.0,25.0,Latino/HispanicAmerican,Asian/PacificIslander/Asian-American,2.0,1.0,30.0,10.0,15.0,20.0,15.0,10.0,6.0,9.0,8.0,7.0,9.0,8.0,40.0,15.0,25.0,5.0,15.0,0.0,7.0,8.0,10.0,7.0,10.0,,0.41,2.0,,7.0,6.0,0.0,0
1,female,33.0,26.0,Latino/HispanicAmerican,Asian/PacificIslander/Asian-American,2.0,1.0,25.0,20.0,10.0,20.0,15.0,10.0,5.0,5.0,5.0,5.0,8.0,4.0,40.0,15.0,25.0,5.0,15.0,0.0,5.0,6.0,6.0,4.0,5.0,,-0.01,2.0,,5.0,5.0,0.0,0
1,female,33.0,29.0,Latino/HispanicAmerican,European/Caucasian-American,2.0,1.0,25.0,15.0,20.0,20.0,10.0,10.0,4.0,6.0,6.0,5.0,8.0,3.0,40.0,15.0,25.0,5.0,15.0,0.0,7.0,7.0,7.0,5.0,,,0.04,2.0,,7.0,6.0,0.0,0
1,female,32.0,34.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,30.0,20.0,30.0,5.0,5.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,5.0,25.0,20.0,10.0,15.0,25.0,3.0,5.0,5.0,5.0,5.0,5.0,0.54,5.0,,5.0,10.0,0.0,1
1,female,32.0,30.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,20.51,14.53,24.79,17.09,5.98,17.09,7.0,7.0,7.0,7.0,7.0,7.0,5.0,25.0,20.0,10.0,15.0,25.0,5.0,5.0,7.0,7.0,7.0,5.0,0.62,5.0,,5.0,4.0,0.0,1
1,female,32.0,23.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,5.0,6.0,25.0,20.0,20.0,20.0,5.0,10.0,4.0,7.0,7.0,6.0,8.0,4.0,5.0,25.0,20.0,10.0,15.0,25.0,7.0,7.0,7.0,6.0,6.0,5.0,0.06,5.0,,6.0,3.0,0.0,0
1,female,32.0,27.0,European/Caucasian-American,Latino/HispanicAmerican,5.0,6.0,25.0,25.0,25.0,15.0,10.0,0.0,3.0,9.0,8.0,6.0,8.0,6.0,5.0,25.0,20.0,10.0,15.0,25.0,5.0,8.0,7.0,6.0,7.0,5.0,-0.04,5.0,,7.0,3.0,0.0,0
1,female,32.0,30.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,31.58,10.53,15.79,21.05,10.53,10.53,6.0,9.0,9.0,8.0,9.0,7.0,5.0,25.0,20.0,10.0,15.0,25.0,6.0,6.0,8.0,6.0,,,0.68,5.0,,7.0,2.0,0.0,0
1,female,32.0,27.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,14.0,18.0,17.0,16.0,15.0,20.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,25.0,20.0,10.0,15.0,25.0,9.0,8.0,8.0,7.0,,5.0,0.62,5.0,,7.0,5.0,0.0,0
1,female,32.0,27.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,30.0,15.0,20.0,25.0,5.0,5.0,3.0,6.0,6.0,4.0,6.0,9.0,5.0,25.0,20.0,10.0,15.0,25.0,8.0,8.0,8.0,8.0,9.0,9.0,-0.15,5.0,,7.0,6.0,0.0,0
1,female,32.0,24.0,European/Caucasian-American,Other,5.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,5.0,7.0,8.0,6.0,6.0,5.0,5.0,25.0,20.0,10.0,15.0,25.0,5.0,6.0,8.0,6.0,,,0.16,5.0,,6.0,4.0,0.0,0
1,female,32.0,25.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,17.0,18.0,28.0,27.0,5.0,5.0,8.0,7.0,10.0,8.0,7.0,4.0,5.0,25.0,20.0,10.0,15.0,25.0,5.0,6.0,5.0,7.0,,,0.49,5.0,,5.0,5.0,0.0,0
1,female,32.0,28.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,50.0,10.0,10.0,10.0,10.0,10.0,3.0,6.0,7.0,2.0,6.0,1.0,5.0,25.0,20.0,10.0,15.0,25.0,7.0,7.0,7.0,7.0,8.0,6.0,0.06,5.0,,7.0,6.0,0.0,0
1,female,32.0,27.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,2.0,10.0,7.0,3.0,7.0,8.0,5.0,25.0,20.0,10.0,15.0,25.0,6.0,6.0,6.0,,,7.0,-0.07,5.0,,5.0,4.0,0.0,0
1,female,32.0,27.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,30.0,15.0,15.0,20.0,5.0,15.0,5.0,9.0,9.0,5.0,6.0,,5.0,25.0,20.0,10.0,15.0,25.0,8.0,7.0,7.0,6.0,6.0,6.0,0.28,5.0,,6.0,5.0,0.0,0
1,female,32.0,29.0,European/Caucasian-American,Latino/HispanicAmerican,5.0,6.0,75.0,5.0,5.0,10.0,0.0,5.0,7.0,9.0,10.0,8.0,9.0,6.0,5.0,25.0,20.0,10.0,15.0,25.0,9.0,8.0,7.0,6.0,9.0,,0.03,5.0,,7.0,6.0,0.0,0
1,female,32.0,30.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,5.0,6.0,50.0,10.0,10.0,10.0,5.0,15.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,25.0,20.0,10.0,15.0,25.0,7.0,8.0,8.0,5.0,,,0.18,5.0,,7.0,4.0,0.0,0
1,female,32.0,27.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,30.0,20.0,15.0,15.0,8.0,12.0,,,,,,,5.0,25.0,20.0,10.0,15.0,25.0,,,,,,,-0.07,5.0,,,,,0
1,female,32.0,25.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,5.0,6.0,30.0,10.0,15.0,20.0,15.0,10.0,5.0,9.0,7.0,5.0,9.0,4.0,5.0,25.0,20.0,10.0,15.0,25.0,8.0,8.0,8.0,6.0,8.0,5.0,0.48,5.0,,8.0,3.0,0.0,0
1,female,32.0,26.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,5.0,6.0,25.0,20.0,10.0,20.0,15.0,10.0,,,,,,,5.0,25.0,20.0,10.0,15.0,25.0,,,,,,,-0.47,5.0,,,,,0
1,female,32.0,29.0,European/Caucasian-American,European/Caucasian-American,5.0,6.0,25.0,15.0,20.0,20.0,10.0,10.0,5.0,7.0,8.0,6.0,9.0,4.0,5.0,25.0,20.0,10.0,15.0,25.0,7.0,7.0,7.0,8.0,,,-0.1,5.0,,7.0,5.0,0.0,0
1,female,26.0,34.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,30.0,20.0,30.0,5.0,5.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,15.0,15.0,15.0,20.0,20.0,15.0,6.0,9.0,9.0,8.0,9.0,7.0,0.09,5.0,,8.0,9.0,0.0,0
1,female,26.0,30.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,20.51,14.53,24.79,17.09,5.98,17.09,8.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,20.0,20.0,15.0,6.0,6.0,8.0,8.0,8.0,6.0,0.41,5.0,,6.0,8.0,,0
1,female,26.0,23.0,Latino/HispanicAmerican,Asian/PacificIslander/Asian-American,1.0,3.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,7.0,7.0,6.0,8.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,-0.11,5.0,,5.0,5.0,0.0,0
1,female,26.0,27.0,Latino/HispanicAmerican,Latino/HispanicAmerican,1.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,8.0,7.0,8.0,10.0,8.0,9.0,15.0,15.0,15.0,20.0,20.0,15.0,9.0,9.0,9.0,9.0,7.0,7.0,-0.04,5.0,,7.0,9.0,0.0,1
1,female,26.0,30.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,31.58,10.53,15.79,21.05,10.53,10.53,8.0,6.0,7.0,7.0,7.0,6.0,15.0,15.0,15.0,20.0,20.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,0.32,5.0,,7.0,5.0,0.0,0
1,female,26.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,14.0,18.0,17.0,16.0,15.0,20.0,8.0,9.0,9.0,8.0,9.0,8.0,15.0,15.0,15.0,20.0,20.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,0.36,5.0,,8.0,8.0,0.0,1
1,female,26.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,30.0,15.0,20.0,25.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,15.0,15.0,15.0,20.0,20.0,15.0,7.0,8.0,7.0,7.0,7.0,7.0,0.23,5.0,,7.0,8.0,0.0,0
1,female,26.0,24.0,Latino/HispanicAmerican,Other,1.0,3.0,20.0,10.0,25.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,20.0,20.0,15.0,6.0,7.0,7.0,8.0,6.0,8.0,0.17,5.0,,6.0,6.0,0.0,0
1,female,26.0,25.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,17.0,18.0,28.0,27.0,5.0,5.0,10.0,8.0,9.0,10.0,9.0,6.0,15.0,15.0,15.0,20.0,20.0,15.0,6.0,6.0,7.0,9.0,8.0,9.0,-0.06,5.0,,7.0,9.0,0.0,1
1,female,26.0,28.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,50.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,8.0,5.0,7.0,6.0,15.0,15.0,15.0,20.0,20.0,15.0,9.0,8.0,8.0,7.0,9.0,9.0,0.22,5.0,,8.0,7.0,0.0,0
1,female,26.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,40.0,0.0,10.0,50.0,0.0,0.0,4.0,8.0,7.0,3.0,7.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,9.0,8.0,8.0,8.0,8.0,8.0,0.33,5.0,,8.0,7.0,0.0,0
1,female,26.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,30.0,15.0,15.0,20.0,5.0,15.0,7.0,7.0,7.0,8.0,7.0,7.0,15.0,15.0,15.0,20.0,20.0,15.0,,,,,,,-0.11,5.0,,,,,0
1,female,26.0,29.0,Latino/HispanicAmerican,Latino/HispanicAmerican,1.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,7.0,9.0,9.0,10.0,9.0,9.0,15.0,15.0,15.0,20.0,20.0,15.0,9.0,9.0,9.0,9.0,9.0,9.0,0.25,5.0,,9.0,9.0,0.0,0
1,female,26.0,30.0,Latino/HispanicAmerican,Asian/PacificIslander/Asian-American,1.0,3.0,50.0,10.0,10.0,10.0,5.0,15.0,6.0,4.0,5.0,6.0,4.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,,,,,,,0.52,5.0,,,,,0
1,female,26.0,27.0,Latino/HispanicAmerican,European/Caucasian-American,1.0,3.0,30.0,20.0,15.0,15.0,8.0,12.0,3.0,5.0,7.0,5.0,7.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,8.0,6.0,6.0,6.0,6.0,9.0,0.47,5.0,,8.0,8.0,0.0,0
1,female,26.0,25.0,Latino/HispanicAmerican,Asian/PacificIslander/Asian-American,1.0,3.0,30.0,10.0,15.0,20.0,15.0,10.0,7.0,9.0,7.0,7.0,7.0,7.0,15.0,15.0,15.0,20.0,20.0,15.0,6.0,6.0,9.0,9.0,9.0,8.0,-0.06,5.0,,8.0,8.0,0.0,0
1,female,26.0,26.0,Latino/HispanicAmerican,Asian/PacificIslander/Asian-American,1.0,3.0,25.0,20.0,10.0,20.0,15.0,10.0,8.0,8.0,8.0,7.0,6.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,6.0,7.0,7.0,7.0,6.0,8.0,0.3,5.0,,7.0,7.0,0.0,1
